Feature_1,Feature_2,Target
8.160645940929687,88.79932633436516,0
31.1495355661394,102.33582575756957,0
13.103383345134256,92.90290807403194,0
15.950445126974515,77.41256542148966,0
35.856964676645255,94.44155024440812,0
32.92531968013695,86.10984033862498,0
33.864542514926825,91.5184060532622,0
32.69109065461026,102.54673571034402,0
41.04508906521804,77.89893435084696,0
14.984744871821567,80.95255732804925,0
28.908440500173832,87.97238081028675,0
30.671935647367768,105.44416045221885,0
25.954962411964797,97.0122566550467,0
22.0859268244347,96.38215840403166,0
42.06661076815537,72.19144544052011,0
49.87568395629266,84.16902912395274,0
23.9005074907378,97.2944505097814,0
31.377258666394486,78.98287836649817,0
41.89310997054475,71.41455326521071,0
17.128334114543136,75.05441202940386,0
23.644886954913996,65.76407374589546,0
23.95643975905791,78.81086120102756,0
36.85884941816346,88.12421284906446,0
21.557797785660423,92.65452397700703,0
29.88154602352416,80.94847922860338,0
25.93059600619345,86.11674968421723,0
31.712943904181042,88.22441868875532,0
27.344507097665847,96.05099058327832,0
26.239579762391774,61.406922352383425,0
37.44533385712846,79.02861264623752,0
37.85996541940532,87.69938937933041,0
23.08691334965003,88.38682399997955,0
16.444965826814933,77.06996712400658,0
50.979223321452515,93.47799335818142,0
54.28350575477137,88.54995408610792,0
24.588103646889767,93.65911585529687,0
20.48363070763696,100.05235825090767,0
28.279314423274446,102.64734424150917,0
32.370839778320104,80.72977693856726,0
19.459290476786588,82.13105544497871,0
34.37520633416146,90.98568641083384,0
16.906267988064737,67.18868092135925,0
27.02244642382982,98.3708497482365,0
57.69330368049564,75.92854872314018,0
29.922755602486582,73.77643361945796,0
43.1029883054438,89.95296523721335,0
46.37409377901544,100.3855850333762,0
26.92949504901215,99.33667408097381,0
28.373018855023698,97.22701667585777,0
48.905112026685565,81.59387571739384,0
10.952048897191762,71.89845854592873,0
44.45754869170656,94.8957719587035,0
31.788825214544175,74.06490854311988,0
10.429975064807426,76.61216768052402,0
14.127543514671613,101.62427659946844,0
27.23135014055706,98.14110096068099,0
26.131723163170875,77.26968001321184,0
25.739718144970297,59.932802051526494,0
47.18773916426893,83.80290004657522,0
33.31771384550069,66.84541184477621,0
37.88677923614643,96.50250803437017,0
26.83028967665611,94.03566522222314,0
35.235241176323456,106.80381773078396,0
41.1373965066058,87.41905233081728,0
0.10278060152793976,101.50176590374177,0
18.841911815356,97.3243387309636,0
42.00114748559376,99.24523500667956,0
45.097084311039225,83.44968995178438,0
29.656390754840924,81.68028564585737,0
40.57641988130242,89.06397227848454,0
29.550431194991482,70.73477445798126,0
31.407893465840274,103.63889584805383,0
43.574603764377024,85.88255508361115,0
36.16607030311959,96.14621416128522,0
11.121835237219603,96.1379756665577,0
34.48316153831598,78.15865461472788,0
39.791919783234455,87.00234325776682,0
35.18015011248475,93.91589791688773,0
26.72978145047941,96.2585062073695,0
42.835252387862056,73.49422563460021,0
43.971841259074,71.08377500072622,0
46.65565879824428,82.79364605451043,0
21.13297556154805,68.93738830871831,0
33.267642906599704,83.82988072924732,0
23.851940669562207,83.42478650698564,0
33.47268000136578,96.31317974223523,0
35.67779090737713,109.8313934841442,0
22.999242242004286,91.60580007771735,0
48.39245116480416,62.92315107123924,0
46.006121813424635,91.53567112176937,0
28.030744922997684,86.72854590301674,0
39.3199230568748,90.55647907042355,0
47.44898901141297,91.30471231521169,0
34.068306824917556,82.35422127688398,0
30.780774280670393,87.12139472258895,0
29.077592768368365,81.40343776933327,0
38.06797421879157,86.93600022382651,0
22.20148499817075,76.86064260222153,0
38.30788207266267,86.24967904110217,0
26.5624470320275,88.30078051885418,0
40.120913854881785,83.62709596693622,0
29.77146089463371,78.77338434028461,0
30.395935898140056,77.92119357844297,0
45.47181451226221,100.08246088729351,0
19.069563796309936,78.18888621012589,0
30.537040663427607,97.90106860404099,0
22.962390422730955,110.36332973751946,0
33.27490313810882,86.916617428052,0
26.574692888270224,94.2502618383415,0
60.138879442462006,70.04356557673302,0
13.825261648402815,90.8276467147509,0
31.358457899067837,94.79532556867531,0
33.415269199550075,88.52968536918178,0
37.27942846340193,83.75381567014573,0
36.85443604382385,67.67111371956169,0
48.63930728979877,74.01492817747011,0
18.02448087300539,78.45932881005872,0
51.007905478452685,59.46264240759609,0
39.79709575353304,105.7593793338836,0
25.331813470709733,80.98472501508303,0
41.53696173585142,84.3692271221934,0
22.96560398566216,82.48682194869303,0
33.66652712662756,84.3720532696962,0
51.794890737732615,71.23642087459825,0
43.55125937300375,76.74526644104895,0
40.74988745569227,79.4742528190527,0
33.80252481113267,77.31698421056221,0
20.196614769037147,74.0349955391692,0
41.339657559878276,88.39778311259862,0
27.793865383811653,94.07711305588927,0
15.189701399191746,61.28280135315755,0
50.022344321552126,79.05971126799346,0
31.31802091028989,92.11537649964485,0
45.96258938868423,90.10503582796322,0
34.56797914401684,72.62672079261871,0
52.65645361939451,71.7714545422403,0
27.734784510137047,81.39178880455246,0
43.139006108645106,67.9147966323448,0
20.9815025283753,80.94133915214289,0
40.3036488085111,79.86888523608991,0
17.68955897658892,90.2229475647697,0
35.710164159499826,76.64772015746146,0
20.25851346280617,95.91335612549003,0
36.09102955684251,95.92108871380039,0
43.260372933733365,88.07663573307582,0
48.54428239817227,84.48729645288033,0
42.01911613739888,70.72412623088492,0
43.22118417339759,77.05762126077171,0
41.66429785172919,106.67925731050698,0
43.680147953019365,88.7081773217095,0
55.38073714805548,89.1749380044964,0
17.294866789471293,74.56695148366353,0
47.385493216676,86.00585911624071,0
3.764717035568343,75.58896509716189,0
24.39088371374641,70.42044974167922,0
0.8535339464248397,89.54213730015614,0
38.749931242117505,89.05976796859991,0
16.781675854827746,69.49243291130057,0
18.173470013393196,97.86256981804871,0
25.231703194919408,85.1725184682881,0
44.4720775351827,103.3216781961943,0
33.6243674321841,93.72526599691466,0
31.625877014985765,81.4633534268057,0
37.91975145470615,109.47378620652984,0
28.90767927996632,95.04589842448311,0
50.30099307654463,88.50956188123325,0
47.98518317615338,94.70037869070399,0
31.480942964485717,93.0810392688146,0
21.5657263883396,101.21230933466894,0
21.12364525963691,92.78359915108734,0
15.8097371058562,95.3461184046365,0
21.52255692318354,90.15817360771017,0
22.516265794627678,78.0488703727109,0
28.14809420311619,70.96530886048068,0
19.717591651915395,65.50787850448799,0
16.532311563576105,79.9360333702297,0
21.062567403555967,97.2598147380172,0
29.496901736641203,96.16776282463506,0
28.34359587677283,71.53575997601865,0
42.692862980957955,91.43163033884723,0
22.758357951807906,72.44024862366832,0
22.418657020993674,96.22788091344064,0
34.45029595276717,90.49453446759902,0
23.52121080643736,70.62376583833847,0
35.00835058899807,75.10165428507734,0
33.78317006467549,63.31609987466159,0
1.836618439793674,81.2705297949284,0
7.916303989638651,76.2193874174596,0
31.565050383725442,96.89099626085627,0
34.25369495916678,99.09591989899012,0
51.57604683068443,98.32424981769607,0
28.015038083142215,97.91920470176849,0
41.702765165070254,94.83652717490295,0
28.528448922657528,88.84409931209015,0
25.133583026372047,83.99638851641124,0
49.85608051355685,99.14187255626244,0
32.64389111001057,84.0918392706292,0
12.563454572165984,99.15711311873908,0
13.73665051164721,84.85656891592721,0
15.011969314697842,75.09543974974986,0
28.553731954943434,89.66361862966677,0
26.99361597137371,90.38017031563972,0
31.974372467356982,102.8855211111875,0
59.367831005142506,85.71674008696138,0
44.280593280074115,75.6712692744072,0
30.981690294610583,74.26415337243837,0
44.94148080508695,97.37786768144511,0
40.3147845516625,88.49863328955604,0
33.574612150115506,66.72457196285299,0
37.22094399670485,95.04643671955827,0
13.32459735193117,80.91201094832476,0
25.457812958947127,92.31071110594148,0
53.763147534276456,86.8094957096297,0
11.005979502093972,93.03387342872074,0
30.407161166586427,74.92178884555548,0
19.839487830669114,89.80901352950191,0
25.880403923270965,78.65350581680612,0
51.96179102987901,77.61510561925088,0
40.025897887537646,80.98959795471667,0
42.97657015446771,86.64581860027077,0
31.266767462539192,97.05194315991821,0
36.616803992807995,90.8112881774671,0
20.54356427205158,84.92181409158701,0
45.58099345708701,73.7064915968332,0
13.525833248842812,108.79605302926257,0
21.608821799308213,83.88076598871324,0
24.680266570199407,83.26840655607612,0
27.57531952928438,90.76801195656839,0
32.02810349029033,88.03928013281411,0
35.978085958324854,71.37510116921267,0
43.38707540777266,82.5246603287495,0
33.06391137956869,70.30936852164196,0
30.317782803533788,93.66298607161518,0
23.06681397480183,97.20255223100507,0
40.37376069131016,86.49141393017184,0
27.275050498032183,104.46454871803306,0
33.83173544367621,82.72182946849361,0
39.99091053642026,103.99984569450463,0
33.842439266531244,86.0286134271039,0
38.578266097473985,80.4356717854634,0
46.63497530742765,89.27229116486905,0
21.96966132593568,129.86557402293013,0
49.04196515890721,92.6163555376761,0
25.39669416543327,86.38954394085218,0
44.58854109608392,80.51993614981811,0
44.325036983884914,89.33022123845656,0
10.812538560185088,90.11213383117963,0
40.03536968134348,77.02483919227768,0
43.348059952740876,83.56208328400855,0
23.68794183178978,81.42547558709909,0
24.112101391379625,73.97398869711222,0
40.7936620438603,113.14066706765469,0
